canonical_term,category,count,problem_ids,match_key,thesaurus_term_ids,encyclopedia_eids,in_thesaurus,in_encyclopedia,match_status
공산,지명,1,['cj_v41_0055'],공산,,,False,False,none
평양 방문,사건,1,['cj_v41_0616'],평양방문,,,False,False,none
스웨덴 의회 연설,문헌,1,['cj_v41_0616'],스웨덴의회연설,,,False,False,none
화순 고인돌 유적,유적,1,['cj_v41_0617'],화순고인돌유적,,,False,False,none
쑹화강 유역,지명,1,['cj_v41_0618'],쑹화강유역,,,False,False,none
금동 입금 장식,유물,1,['cj_v41_0618'],금동입금장식,,,False,False,none
국가문화유산포털,기관,1,['cj_v41_0619'],국가문화유산포털,,,False,False,none
국가보안법 개정안,문헌,1,['cj_v41_0610'],국가보안법개정안,,,False,False,none
YH무역 노동자,단체,1,['cj_v41_0612'],yh무역노동자,,,False,False,none
프랑스 파리 외방 선교회,단체,1,['cj_v41_0613'],프랑스파리외방선교회,,,False,False,none
관노,단체,1,['cj_v41_0614'],관노,,,False,False,none
양수탁,인물,1,['cj_v41_0300'],양수탁,,,False,False,none
김윤실,인물,1,['cj_v41_0300'],김윤실,,,False,False,none
개경 흥왕사,유적,1,['cj_v41_0301'],개경흥왕사,,,False,False,none
하얼빈 의거,사건,1,['cj_v41_0177'],하얼빈의거,,,False,False,none
좌우,사상,1,['cj_v41_0178'],좌우,,,False,False,none
진상조사단,단체,1,['cj_v41_0178'],진상조사단,,,False,False,none
자기회사,기관,1,['cj_v41_0178'],자기회사,,,False,False,none
서북면 도순검부사,기관,1,['cj_v41_0629'],서북면도순검부사,,,False,False,none
오례의,문헌,1,['cj_v41_0635'],오례의,,,False,False,none
철조석가여래좌상,문화재,1,['cj_v41_img_60_10'],철조석가여래좌상,,,False,False,none
마애여래삼존상,문화재,1,['cj_v41_img_60_10'],마애여래삼존상,,,False,False,none
상서성 좌사낭중,기관,1,['cj_v41_0627'],상서성좌사낭중,,,False,False,none
추밀원(중추원) 지주사,기관,1,['cj_v41_0627'],추밀원중추원지주사,,,False,False,none
어사대 어사대부,기관,1,['cj_v41_0627'],어사대어사대부,,,False,False,none
농서,문헌,1,['cj_v41_0628'],농서,,,False,False,none
후금군,단체,1,['cj_v41_0637'],후금군,,,False,False,none
왕산벌 전투,사건,1,['cj_v41_0050'],왕산벌전투,,,False,False,none
평양성 함락,사건,1,['cj_v41_0050'],평양성함락,,,False,False,none
은대지회도,문화재,1,['cj_v41_0636'],은대지회도,,,False,False,none
절두산 순교 성지,유적,1,['cj_v41_0637'],절두산순교성지,,,False,False,none
잠두봉 유적,유적,1,['cj_v41_0637'],잠두봉유적,,,False,False,none
병창,인물,1,['cj_v41_0171'],병창,,,False,False,none
동서무,유적,1,['cj_v41_0171'],동서무,,,False,False,none
무령왕릉 진묘수,유물,1,['cj_v41_img_48_03'],무령왕릉진묘수,,,False,False,none
정혜공주묘 돌사자상,유물,1,['cj_v41_img_48_03'],정혜공주묘돌사자상,,,False,False,none
모대,인물,1,['cj_v41_0049'],모대,,,False,False,none
백제가 신라와 연합하여 한강 유역을 수복,사건,1,['cj_v41_0049'],백제가신라와연합하여한강유역을수복,,,False,False,none
복위 운동,사건,1,['cj_v41_0304'],복위운동,,,False,False,none
청동 사자 장식 향로,문화재,1,['cj_v41_img_53_21'],청동사자장식향로,,,False,False,none
천주,사상,1,['cj_v41_0169'],천주,,,False,False,none
타이항산,지명,1,['cj_v41_0654'],타이항산,,,False,False,none
최홍식,인물,1,['cj_v41_0655'],최홍식,,,False,False,none
하지 중장,인물,1,['cj_v41_0656'],하지중장,,,False,False,none
전원위원회,기관,1,['cj_v41_0657'],전원위원회,,,False,False,none
발췌 조항 전원 한의,문헌,1,['cj_v41_0657'],발췌조항전원한의,,,False,False,none
한국 폐제 개혁에 관한 진정서,문헌,1,['cj_v41_0648'],한국폐제개혁에관한진정서,,,False,False,none
신화폐,유물,1,['cj_v41_0648'],신화폐,,,False,False,none
민족 기업,기관,1,['cj_v41_0653'],민족기업,,,False,False,none
우영사,기관,1,['cj_v41_0645'],우영사,,,False,False,none
G. 로즈,인물,1,['cj_v41_0646'],g로즈,,,False,False,none
로즈 제독,인물,1,['cj_v41_0646'],로즈제독,,,False,False,none
해군성,기관,1,['cj_v41_0646'],해군성,,,False,False,none
황제 즉위식,사건,1,['cj_v41_0647'],황제즉위식,,,False,False,none
무학,문헌,1,['cj_v41_0642'],무학,,,False,False,none
왕세제,인물,1,['cj_v41_0644'],왕세제,,,False,False,none
홍화진,지명,1,['cj_v41_0298'],홍화진,,,False,False,none
애국반 회보,문헌,1,['cj_v41_0040'],애국반회보,,,False,False,none
서산마애삼존불,문화재,1,['cj_v41_img_53_09'],서산마애삼존불,,,False,False,none
토신,인물,1,['cj_v41_0295'],토신,,,False,False,none
포항종합제철,기관,1,['cj_v41_0660'],포항종합제철,,,False,False,none
100억 달러 수출 달성,사건,1,['cj_v41_0660'],100억달러수출달성,,,False,False,none
남영동 치안본부 대공분실,기관,1,['cj_v41_0662'],남영동치안본부대공분실,,,False,False,none
국민 총력 조선 연행,단체,1,['cj_v41_0040'],국민총력조선연행,,,False,False,none
6·29 시위,사건,1,['cj_v41_0657'],629시위,,,False,False,none
수송초등학교,기관,1,['cj_v41_0658'],수송초등학교,,,False,False,none
옛 국회의사당,지명,1,['cj_v41_0658'],옛국회의사당,,,False,False,none
서울대 문리대,기관,1,['cj_v41_0658'],서울대문리대,,,False,False,none
수송초 학생 시위,사건,1,['cj_v41_0658'],수송초학생시위,,,False,False,none
고려대 학생 시위,사건,1,['cj_v41_0658'],고려대학생시위,,,False,False,none
교수단 시위,사건,1,['cj_v41_0658'],교수단시위,,,False,False,none
나졸,제도,1,['cj_v41_0668'],나졸,,,False,False,none
외화부,기관,1,['cj_v41_0668'],외화부,,,False,False,none
거련,인물,1,['cj_v41_0669'],거련,,,False,False,none
남원 광한루원,유적,1,['cj_v41_0665'],남원광한루원,,,False,False,none
오작교,지명,1,['cj_v41_0665'],오작교,,,False,False,none
장의국,인물,1,['cj_v41_0665'],장의국,,,False,False,none
견우와 직녀,인물,1,['cj_v41_0665'],견우와직녀,,,False,False,none
강원도 양양군 오산리,지명,1,['cj_v41_0666'],강원도양양군오산리,,,False,False,none
상하이 흥커우 공원,지명,1,['cj_v41_0042'],상하이흥커우공원,,,False,False,none
광화문 사거리,지명,1,['cj_v41_0043'],광화문사거리,,,False,False,none
사회주의 국가들,국가,1,['cj_v41_0663'],사회주의국가들,,,False,False,none
빙허각,인물,1,['cj_v41_0664'],빙허각,,,False,False,none
의열 투쟁,사건,1,['cj_v41_0664'],의열투쟁,,,False,False,none
신봉루,유적,1,['cj_v41_0299'],신봉루,,,False,False,none
공주 우금치 전적,유적,1,['cj_v41_0175'],공주우금치전적,,,False,False,none
전라 감영군,단체,1,['cj_v41_0175'],전라감영군,,,False,False,none
고송,인물,1,['cj_v41_0176'],고송,,,False,False,none
대한제국대신,기관,1,['cj_v41_0176'],대한제국대신,,,False,False,none
전로한족대표회의,단체,1,['cj_v41_0177'],전로한족대표회의,,,False,False,none
평원고무공장,기관,1,['cj_v41_0182'],평원고무공장,,,False,False,none
전시징용정책,정책,1,['cj_v41_0182'],전시징용정책,,,False,False,none
동방광산광부들,단체,1,['cj_v41_0182'],동방광산광부들,,,False,False,none
망향의 동산,지명,1,['cj_v41_0183'],망향의동산,,,False,False,none
나전 합,유물,1,['cj_v41_img_61_18'],나전합,,,False,False,none
승무학교,기관,1,['cj_v41_0036'],승무학교,,,False,False,none
지린성,지명,1,['cj_v41_0037'],지린성,,,False,False,none
남대문로,지명,1,['cj_v41_0038'],남대문로,,,False,False,none
안장호,인물,1,['cj_v41_0181'],안장호,,,False,False,none
기서흑수말갈,국가,1,['cj_v41_0675'],기서흑수말갈,,,False,False,none
수령 옹주,인물,1,['cj_v41_0679'],수령옹주,,,False,False,none
표충단,유적,1,['cj_v41_0674'],표충단,,,False,False,none
장씨,인물,1,['cj_v41_0686'],장씨,,,False,False,none
이한명,인물,1,['cj_v41_0687'],이한명,,,False,False,none
부석사 소조여래좌상,문화재,1,['cj_v41_img_61_18'],부석사소조여래좌상,,,False,False,none
화약 무기,유물,1,['cj_v41_0683'],화약무기,,,False,False,none
대기성 차관,제도,1,['cj_v41_0285'],대기성차관,,,False,False,none
마목현,지명,1,['cj_v41_0291'],마목현,,,False,False,none
조선국,국가,1,['cj_v41_0038'],조선국,,,False,False,none
브나로드,사상,1,['cj_v41_0038'],브나로드,,,False,False,none
4·3사건,사건,1,['cj_v41_0183'],43사건,,,False,False,none
사이토총독,인물,1,['cj_v41_0183'],사이토총독,,,False,False,none
남북 고향 방문단,단체,1,['cj_v41_0284'],남북고향방문단,,,False,False,none
금강호,문화재,1,['cj_v41_0284'],금강호,,,False,False,none
한반도 비핵화 공동 선언문,문헌,1,['cj_v41_0284'],한반도비핵화공동선언문,,,False,False,none
미셸 캉드쉬,인물,1,['cj_v41_0285'],미셸캉드쉬,,,False,False,none
경제 계획 각서,문헌,1,['cj_v41_0285'],경제계획각서,,,False,False,none
광무 원년,연호,1,['cj_v41_0033'],광무원년,,,False,False,none
손기정 사진,유물,1,['cj_v41_0034'],손기정사진,,,False,False,none
도산 안창호,인물,1,['cj_v41_0035'],도산안창호,,,False,False,none
연합국,단체,1,['cj_v41_0702'],연합국,,,False,False,none
민족의식,사상,1,['cj_v41_0703'],민족의식,,,False,False,none
옥중 편지,문헌,1,['cj_v41_0700'],옥중편지,,,False,False,none
서울 앨버트 테일러 가옥,유적,1,['cj_v41_0701'],서울앨버트테일러가옥,,,False,False,none
딜쿠샤,유적,1,['cj_v41_0701'],딜쿠샤,,,False,False,none
쌀 공출 선전 포스터,문화재,1,['cj_v41_0702'],쌀공출선전포스터,,,False,False,none
한힌샘,인물,1,['cj_v41_0695'],한힌샘,,,False,False,none
교보원,기관,1,['cj_v41_0695'],교보원,,,False,False,none
공화정체,제도,1,['cj_v41_0699'],공화정체,,,False,False,none
국가등록문화재,문화재,1,['cj_v41_0700'],국가등록문화재,,,False,False,none
경기좌도 수운판관,기관,1,['cj_v41_0687'],경기좌도수운판관,,,False,False,none
포리,제도,1,['cj_v41_0690'],포리,,,False,False,none
추성부도,문화재,1,['cj_v41_img_61_28'],추성부도,,,False,False,none
추성부,문헌,1,['cj_v41_img_61_28'],추성부,,,False,False,none
벼타작,문화재,1,['cj_v41_img_61_28'],벼타작,,,False,False,none
옌안,지명,1,['cj_v41_0279'],옌안,,,False,False,none
북로 사령부,기관,1,['cj_v41_0280'],북로사령부,,,False,False,none
보통리 고택,유적,1,['cj_v41_0281'],보통리고택,,,False,False,none
군무 부장,기관,1,['cj_v41_0281'],군무부장,,,False,False,none
국가 민속 문화재 제126호,문화재,1,['cj_v41_0281'],국가민속문화재제126호,,,False,False,none
봉황동 유적,유적,1,['cj_v41_0714'],봉황동유적,,,False,False,none
대성동 고분군,유적,1,['cj_v41_0714'],대성동고분군,,,False,False,none
베트남파병,사건,1,['cj_v41_0188'],베트남파병,,,False,False,none
월드컵,사건,1,['cj_v41_0189'],월드컵,,,False,False,none
부산아시안게임,사건,1,['cj_v41_0189'],부산아시안게임,,,False,False,none
광주 의거,사건,1,['cj_v41_0709'],광주의거,,,False,False,none
시장 경제 체제,제도,1,['cj_v41_0710'],시장경제체제,,,False,False,none
경제 개발 전략,정책,1,['cj_v41_0710'],경제개발전략,,,False,False,none
노둣돌,유물,1,['cj_v41_0712'],노둣돌,,,False,False,none
명마,유물,1,['cj_v41_0713'],명마,,,False,False,none
적옥,유물,1,['cj_v41_0713'],적옥,,,False,False,none
해반천,지명,1,['cj_v41_0714'],해반천,,,False,False,none
서윤복,인물,1,['cj_v41_0706'],서윤복,,,False,False,none
중앙청,기관,1,['cj_v41_0706'],중앙청,,,False,False,none
대성동 마을,지명,1,['cj_v41_0707'],대성동마을,,,False,False,none
경기도 파주시,지명,1,['cj_v41_0707'],경기도파주시,,,False,False,none
함길도 도절제사,기관,1,['cj_v41_0721'],함길도도절제사,,,False,False,none
서동왕자,인물,1,['cj_v41_img_62_05'],서동왕자,,,False,False,none
동주도 행군총관,기관,1,['cj_v41_0716'],동주도행군총관,,,False,False,none
말갈계 토기,유물,1,['cj_v41_0717'],말갈계토기,,,False,False,none
김흥돌,인물,1,['cj_v41_0718'],김흥돌,,,False,False,none
신라인 집단 거주지,지명,1,['cj_v41_0719'],신라인집단거주지,,,False,False,none
어랑촌,지명,1,['cj_v41_0180'],어랑촌,,,False,False,none
미국전략정보국,기관,1,['cj_v41_0180'],미국전략정보국,,,False,False,none
OSS,기관,1,['cj_v41_0180'],oss,,,False,False,none
마산상고,기관,1,['cj_v41_0282'],마산상고,,,False,False,none
과도 정부,정부,1,['cj_v41_0282'],과도정부,,,False,False,none
비상 계엄령,제도,1,['cj_v41_0283'],비상계엄령,,,False,False,none
언론 통폐합,정책,1,['cj_v41_0284'],언론통폐합,,,False,False,none
호헌 철폐 구민 대회,사건,1,['cj_v41_0284'],호헌철폐구민대회,,,False,False,none
이산가족 상봉 행사,사건,1,['cj_v41_0284'],이산가족상봉행사,,,False,False,none
백운평,지명,1,['cj_v41_0180'],백운평,,,False,False,none
동북양계,지명,1,['cj_v41_0726'],동북양계,,,False,False,none
목은,인물,1,['cj_v41_0728'],목은,,,False,False,none
광통교,문화재,1,['cj_v41_0729'],광통교,,,False,False,none
자강,사상,1,['cj_v41_0028'],자강,,,False,False,none
영국군 묘지,유적,1,['cj_v41_0029'],영국군묘지,,,False,False,none
임병찬 순지비,유적,1,['cj_v41_0029'],임병찬순지비,,,False,False,none
과부의 재가,제도,1,['cj_v41_0030'],과부의재가,,,False,False,none
충주,지명,1,['cj_v41_0724'],충주,,,False,False,none
강남,지명,1,['cj_v41_0725'],강남,,,False,False,none
국사 - 왕사 제도,제도,1,['cj_v41_0722'],국사왕사제도,,,False,False,none
벨기에 왕립 예술역사박물관,기관,1,['cj_v41_0723'],벨기에왕립예술역사박물관,,,False,False,none
청동 정병,유물,1,['cj_v41_0723'],청동정병,,,False,False,none
금동 침통,유물,1,['cj_v41_0723'],금동침통,,,False,False,none
신정익황후,인물,1,['cj_v41_0027'],신정익황후,,,False,False,none
최의현,인물,1,['cj_v41_0027'],최의현,,,False,False,none
양주 직곡,지명,1,['cj_v41_0027'],양주직곡,,,False,False,none
민씨,단체,1,['cj_v41_0027'],민씨,,,False,False,none
경교명승첩,문헌,1,['cj_v41_img_47_27'],경교명승첩,,,False,False,none
헌종대왕국장도감의궤,문헌,1,['cj_v41_0026'],헌종대왕국장도감의궤,,,False,False,none
효현왕후 국장도감의궤,문헌,1,['cj_v41_0026'],효현왕후국장도감의궤,,,False,False,none
한국관,기관,1,['cj_v41_0741'],한국관,,,False,False,none
관립 의학교,기관,1,['cj_v41_0741'],관립의학교,,,False,False,none
경복궁 점령,사건,1,['cj_v41_0742'],경복궁점령,,,False,False,none
단연보국채,문헌,1,['cj_v41_0745'],단연보국채,,,False,False,none
포루,문화재,1,['cj_v41_0737'],포루,,,False,False,none
공심돈,문화재,1,['cj_v41_0737'],공심돈,,,False,False,none
실옹,인물,1,['cj_v41_0738'],실옹,,,False,False,none
허생,인물,1,['cj_v41_0738'],허생,,,False,False,none
규장각 검서관,기관,1,['cj_v41_0738'],규장각검서관,,,False,False,none
셔먼호사건,사건,1,['cj_v41_0740'],셔먼호사건,,,False,False,none
대비마마,인물,1,['cj_v41_0736'],대비마마,,,False,False,none
여주,인물,1,['cj_v41_0736'],여주,,,False,False,none
십이지신상,유물,1,['cj_v41_0195'],십이지신상,,,False,False,none
한국 의병대,단체,1,['cj_v41_0273'],한국의병대,,,False,False,none
일본 원정대,단체,1,['cj_v41_0273'],일본원정대,,,False,False,none
철로,기관,1,['cj_v41_0273'],철로,,,False,False,none
일본 순검,기관,1,['cj_v41_0273'],일본순검,,,False,False,none
철도·전보국,기관,1,['cj_v41_0273'],철도전보국,,,False,False,none
남북한 비핵화 공동 선언,문헌,1,['cj_v41_0757'],남북한비핵화공동선언,,,False,False,none
혼례식 행렬,사건,1,['cj_v41_0758'],혼례식행렬,,,False,False,none
식량 배급 및 미곡 공출제,정책,1,['cj_v41_0750'],식량배급및미곡공출제,,,False,False,none
대일선전성명서,문헌,1,['cj_v41_0751'],대일선전성명서,,,False,False,none
4·13 호헌 철폐와 독재 타도,사건,1,['cj_v41_0752'],413호헌철폐와독재타도,,,False,False,none
제1차 석유 파동,사건,1,['cj_v41_0755'],제일차석유파동,,,False,False,none
광주 대단지 이주민,단체,1,['cj_v41_0755'],광주대단지이주민,,,False,False,none
네브라스카주,지명,1,['cj_v41_0748'],네브라스카주,,,False,False,none
의군,단체,1,['cj_v41_0749'],의군,,,False,False,none
황푸군관학교,기관,1,['cj_v41_0749'],황푸군관학교,,,False,False,none
부평공원,유적,1,['cj_v41_0750'],부평공원,,,False,False,none
대총관,제도,1,['cj_v41_0763'],대총관,,,False,False,none
히라야마,인물,1,['cj_v41_0186'],히라야마,,,False,False,none
앵전문 앞 대역 사건,사건,1,['cj_v41_0186'],앵전문앞대역사건,,,False,False,none
임시헌장,문헌,1,['cj_v41_0187'],임시헌장,,,False,False,none
6·25 전쟁 정전 협정,조약,1,['cj_v41_0188'],625전쟁정전협정,,,False,False,none
전곡리,지명,1,['cj_v41_0760'],전곡리,,,False,False,none
아슐리안형 주먹도끼,유물,1,['cj_v41_0760'],아슐리안형주먹도끼,,,False,False,none
동아시아,지명,1,['cj_v41_0760'],동아시아,,,False,False,none
동상동 패총,유적,1,['cj_v41_0275'],동상동패총,,,False,False,none
개벽사,기관,1,['cj_v41_0276'],개벽사,,,False,False,none
공창,제도,1,['cj_v41_0277'],공창,,,False,False,none
구!파 연통제 공소 공판,사건,1,['cj_v41_0186'],구파연통제공소공판,,,False,False,none
어전준천제명첩,문헌,1,['cj_v41_0776'],어전준천제명첩,,,False,False,none
어제사언시,문헌,1,['cj_v41_0776'],어제사언시,,,False,False,none
남이의 옥사,사건,1,['cj_v41_0777'],남이의옥사,,,False,False,none
신앙 결사 운동,사상,1,['cj_v41_0773'],신앙결사운동,,,False,False,none
동교,지명,1,['cj_v41_0774'],동교,,,False,False,none
예찬,인물,1,['cj_v41_0775'],예찬,,,False,False,none
홍양시,지명,1,['cj_v41_0775'],홍양시,,,False,False,none
구구사,기관,1,['cj_v41_0775'],구구사,,,False,False,none
숭선사,기관,1,['cj_v41_0770'],숭선사,,,False,False,none
신명왕후,인물,1,['cj_v41_0770'],신명왕후,,,False,False,none
반령,지명,1,['cj_v41_0772'],반령,,,False,False,none
천신대렵도,문화재,1,['cj_v41_img_63_15'],천신대렵도,,,False,False,none
호우총 청동 그릇,유물,1,['cj_v41_img_63_15'],호우총청동그릇,,,False,False,none
불교계 개혁,사상,1,['cj_v41_0773'],불교계개혁,,,False,False,none
공접,문헌,1,['cj_v41_0768'],공접,,,False,False,none
영은관,기관,1,['cj_v41_0768'],영은관,,,False,False,none
금동제 사리외함,유물,1,['cj_v41_img_63_10'],금동제사리외함,,,False,False,none
은제 사리 내외합,유물,1,['cj_v41_img_63_10'],은제사리내외합,,,False,False,none
숭선사지,유적,1,['cj_v41_0770'],숭선사지,,,False,False,none
운산 금광,유적,1,['cj_v41_0270'],운산금광,,,False,False,none
울릉도 삼림,지명,1,['cj_v41_0270'],울릉도삼림,,,False,False,none
국정 논의,기관,1,['cj_v41_0271'],국정논의,,,False,False,none
지방 행정 구역,기관,1,['cj_v41_0271'],지방행정구역,,,False,False,none
완당,인물,1,['cj_v41_0784'],완당,,,False,False,none
조선의 제22대 국왕,인물,1,['cj_v41_0022'],조선의제22대국왕,,,False,False,none
도읍지,지명,1,['cj_v41_0269'],도읍지,,,False,False,none
사이토,인물,1,['cj_v41_0269'],사이토,,,False,False,none
경인선 철도,기관,1,['cj_v41_0270'],경인선철도,,,False,False,none
판하,제도,1,['cj_v41_0783'],판하,,,False,False,none
비빈 간택,제도,1,['cj_v41_0783'],비빈간택,,,False,False,none
참최복,제도,1,['cj_v41_0780'],참최복,,,False,False,none
메러디스 빅토리호,유물,1,['cj_v41_0799'],메러디스빅토리호,,,False,False,none
YH무역 노동자들,단체,1,['cj_v41_0800'],yh무역노동자들,,,False,False,none
인민 개혁당 재건위 사건,사건,1,['cj_v41_0800'],인민개혁당재건위사건,,,False,False,none
순종의 인산일,사건,1,['cj_v41_0788'],순종의인산일,,,False,False,none
김총집,인물,1,['cj_v41_0789'],김총집,,,False,False,none
군산근대역사박물관,기관,1,['cj_v41_0792'],군산근대역사박물관,,,False,False,none
쓰시마성,유적,1,['cj_v41_0792'],쓰시마성,,,False,False,none
표준어 사정안,문헌,1,['cj_v41_0796'],표준어사정안,,,False,False,none
백범,인물,1,['cj_v41_0797'],백범,,,False,False,none
등잔산 유적,유적,1,['cj_v41_0193'],등잔산유적,,,False,False,none
금동제 가면,유물,1,['cj_v41_0193'],금동제가면,,,False,False,none
금동제 신발,유물,1,['cj_v41_0195'],금동제신발,,,False,False,none
백과전서류,문헌,1,['cj_v41_0024'],백과전서류,,,False,False,none
노비제,제도,1,['cj_v41_0024'],노비제,,,False,False,none
인인 평등권,사상,1,['cj_v41_0787'],인인평등권,,,False,False,none
노인장기요양보험법,정책,1,['cj_v41_0189'],노인장기요양보험법,,,False,False,none
중학교무시험진학제도,제도,1,['cj_v41_0189'],중학교무시험진학제도,,,False,False,none
대학 교수단,단체,1,['cj_v41_0190'],대학교수단,,,False,False,none
경기도 광주시,지명,1,['cj_v41_0191'],경기도광주시,,,False,False,none
흙으로 빚은 사람 얼굴상,유물,1,['cj_v41_0192'],흙으로빚은사람얼굴상,,,False,False,none
지린성 상하강 유역,지명,1,['cj_v41_0193'],지린성상하강유역,,,False,False,none
낙타 50필,유물,1,['cj_v41_0815'],낙타50필,,,False,False,none
곽주,지명,1,['cj_v41_0815'],곽주,,,False,False,none
경원 예시 가문,단체,1,['cj_v41_0816'],경원예시가문,,,False,False,none
이자연 묘지명,문헌,1,['cj_v41_0816'],이자연묘지명,,,False,False,none
새 공화국,국가,1,['cj_v41_img_63_50'],새공화국,,,False,False,none
후한서 동이열전,문헌,1,['cj_v41_0807'],후한서동이열전,,,False,False,none
진천,지명,1,['cj_v41_0809'],진천,,,False,False,none
궁복,인물,1,['cj_v41_0813'],궁복,,,False,False,none
금동석가여래좌상,문화재,1,['cj_v41_img_63_46'],금동석가여래좌상,,,False,False,none
살리타이,인물,1,['cj_v41_0803'],살리타이,,,False,False,none
복남,인물,1,['cj_v41_0803'],복남,,,False,False,none
덕남,인물,1,['cj_v41_0803'],덕남,,,False,False,none
부산첨사,제도,1,['cj_v41_0803'],부산첨사,,,False,False,none
새 공회국,국가,1,['cj_v41_0805'],새공회국,,,False,False,none
책자,문헌,1,['cj_v41_0019'],책자,,,False,False,none
함평 고구마 피해 보상 운동,사건,1,['cj_v41_0802'],함평고구마피해보상운동,,,False,False,none
소조불상,문화재,1,['cj_v41_img_63_46'],소조불상,,,False,False,none
석굴암 본존불상,문화재,1,['cj_v41_img_63_46'],석굴암본존불상,,,False,False,none
광주 하사창동 출토 철불,문화재,1,['cj_v41_img_63_46'],광주하사창동출토철불,,,False,False,none
복거총론,문헌,1,['cj_v41_0262'],복거총론,,,False,False,none
담현서,문헌,1,['cj_v41_0263'],담현서,,,False,False,none
부약정,기관,1,['cj_v41_0822'],부약정,,,False,False,none
왕궁리 5층 석탑,문화재,1,['cj_v41_img_51_09'],왕궁리오층석탑,,,False,False,none
낙선재,유적,1,['cj_v41_0821'],낙선재,,,False,False,none
약문,문헌,1,['cj_v41_0822'],약문,,,False,False,none
약계,단체,1,['cj_v41_0822'],약계,,,False,False,none
약법,문헌,1,['cj_v41_0822'],약법,,,False,False,none
공민왕 즉위,사건,1,['cj_v41_0816'],공민왕즉위,,,False,False,none
고려 고종,인물,1,['cj_v41_0818'],고려고종,,,False,False,none
의종 복위,사건,1,['cj_v41_0819'],의종복위,,,False,False,none
조영식,인물,1,['cj_v41_0828'],조영식,,,False,False,none
혜장선사,인물,1,['cj_v41_0830'],혜장선사,,,False,False,none
상정이정청,기관,1,['cj_v41_0824'],상정이정청,,,False,False,none
동학교도,단체,1,['cj_v41_0824'],동학교도,,,False,False,none
사명대사,인물,1,['cj_v41_0827'],사명대사,,,False,False,none
프랑스인 선교사,인물,1,['cj_v41_0267'],프랑스인선교사,,,False,False,none
이반 세스타코프,인물,1,['cj_v41_0268'],이반세스타코프,,,False,False,none
조선 고관,인물,1,['cj_v41_0268'],조선고관,,,False,False,none
청국 수비대,기관,1,['cj_v41_0268'],청국수비대,,,False,False,none
채은관,기관,1,['cj_v41_0823'],채은관,,,False,False,none
홍,인물,1,['cj_v41_0264'],홍,,,False,False,none
우군식,인물,1,['cj_v41_0264'],우군식,,,False,False,none
오용진,인물,1,['cj_v41_0264'],오용진,,,False,False,none
김익순,인물,1,['cj_v41_0264'],김익순,,,False,False,none
경기도 광주 대단지,지명,1,['cj_v41_0848'],경기도광주대단지,,,False,False,none
군부독재,정책,1,['cj_v41_0849'],군부독재,,,False,False,none
국민방위군설치법,법령,1,['cj_v41_0850'],국민방위군설치법,,,False,False,none
합의서,문헌,1,['cj_v41_0851'],합의서,,,False,False,none
합성학교,기관,1,['cj_v41_0843'],합성학교,,,False,False,none
총사령부,기관,1,['cj_v41_0844'],총사령부,,,False,False,none
5도호와 75도 안무사,제도,1,['cj_v41_0846'],오도호와75도안무사,,,False,False,none
5도양계,제도,1,['cj_v41_0846'],오도양계,,,False,False,none
교주서해도,지명,1,['cj_v41_0846'],교주서해도,,,False,False,none
황실,기관,1,['cj_v41_0835'],황실,,,False,False,none
칙령 제79호,문헌,1,['cj_v41_0836'],칙령제79호,,,False,False,none
부민관폭파사건,사건,1,['cj_v41_0840'],부민관폭파사건,,,False,False,none
징용,정책,1,['cj_v41_0842'],징용,,,False,False,none
고종 친정,사건,1,['cj_v41_0833'],고종친정,,,False,False,none
텐진 조약,조약,1,['cj_v41_0833'],텐진조약,,,False,False,none
아노토,인물,1,['cj_v41_0834'],아노토,,,False,False,none
조칙 5조,문헌,1,['cj_v41_0835'],조칙오조,,,False,False,none
칠정산 내외편,문헌,1,['cj_v41_0015'],칠정산내외편,,,False,False,none
대사령,제도,1,['cj_v41_0257'],대사령,,,False,False,none
회강왕,인물,1,['cj_v41_0861'],회강왕,,,False,False,none
대구 동화사 비로암 삼층 석탑 납석사리호,문화재,1,['cj_v41_0861'],대구동화사비로암삼층석탑납석사리호,,,False,False,none
우서의 12목 제도,제도,1,['cj_v41_0863'],우서의12목제도,,,False,False,none
연표,문헌,1,['cj_v41_0253'],연표,,,False,False,none
유주자사 관구검,인물,1,['cj_v41_0857'],유주자사관구검,,,False,False,none
손인사,인물,1,['cj_v41_0858'],손인사,,,False,False,none
유인원,인물,1,['cj_v41_0858'],유인원,,,False,False,none
이근행,인물,1,['cj_v41_0858'],이근행,,,False,False,none
당과의 군사 동맹,조약,1,['cj_v41_0858'],당과의군사동맹,,,False,False,none
이 인물,인물,1,['cj_v41_0860'],이인물,,,False,False,none
임청각,유적,1,['cj_v41_0853'],임청각,,,False,False,none
고공시위,사건,1,['cj_v41_0853'],고공시위,,,False,False,none
봉기,사건,1,['cj_v41_0853'],봉기,,,False,False,none
상 노인,인물,1,['cj_v41_0855'],상노인,,,False,False,none
석사자상,문화재,1,['cj_v41_img_65_04'],석사자상,,,False,False,none
옥순봉도,문화재,1,['cj_v41_img_65_22'],옥순봉도,,,False,False,none
충렬록,문헌,1,['cj_v41_0873'],충렬록,,,False,False,none
강화성,유적,1,['cj_v41_0873'],강화성,,,False,False,none
전집,문헌,1,['cj_v41_0012'],전집,,,False,False,none
이·호·예·병·형·공전,제도,1,['cj_v41_0870'],이호예병형공전,,,False,False,none
