rank,term_id,topic,source_era,pdf_hit_total,pdf_source_count,pdf_score,hits_에듀윌_한국사능력검정시험_빈출개념요약집_저작권_에듀윌_,hits_벼락치기_한능검_2026_심화_필수개념_노트,hits_한능검_심화1급_정리최종,hits_최태성_별별한국사_필기_공유용,topic_type,neo4j_entity_types,neo4j_themes,neo4j_eras,keyword_source,normalized_era,source_field
677,timeline:1870:신헌,신헌,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
678,timeline:1870:어재연,어재연,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
679,timeline:1870:정한론,정한론,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
680,timeline:1870:운요호 사건,운요호 사건,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
681,timeline:1870:강화도 조약,강화도 조약,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
682,timeline:1870:개화파,개화파,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
683,timeline:1880:김윤식,김윤식,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
684,timeline:1880:김홍집,김홍집,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
685,timeline:1880:어윤중,어윤중,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
686,timeline:1880:김옥균,김옥균,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
687,timeline:1880:홍영식,홍영식,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
688,timeline:1880:알렌,알렌,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
689,timeline:1880:서광범,서광범,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
690,timeline:1880:박영효,박영효,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
691,timeline:1880:조선책략,조선책략,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
692,timeline:1880:겐요샤,겐요샤,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
693,timeline:1880:신사유람단,신사유람단,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
694,timeline:1880:임오군란,임오군란,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
695,timeline:1880:불평등조약체제,불평등조약체제,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
696,timeline:1880:갑신정변,갑신정변,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
697,timeline:1880:배재학당,배재학당,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
698,timeline:1880:육영공원,육영공원,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
699,timeline:1880:이화학당,이화학당,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
700,timeline:1880:서유견문,서유견문,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
701,timeline:1890:유인석,유인석,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
702,timeline:1890:이상재,이상재,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
703,timeline:1890:전봉준,전봉준,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
704,timeline:1890:유길준,유길준,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
705,timeline:1890:정교,정교,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
706,timeline:1890:손화중,손화중,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
707,timeline:1890:서재필,서재필,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
708,timeline:1890:명동성당,명동성당,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
709,timeline:1890:갑오개혁,갑오개혁,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
710,timeline:1890:동학농민운동,동학농민운동,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
711,timeline:1890:청일전쟁,청일전쟁,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
712,timeline:1890:단발령,단발령,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
713,timeline:1890:을미의병,을미의병,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
714,timeline:1890:내장원,내장원,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
715,timeline:1890:독립신문 창간,독립신문 창간,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
716,timeline:1890:아관파천,아관파천,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
717,timeline:1890:독립협회,독립협회,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
718,timeline:1890:독립문,독립문,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
719,timeline:1890:탑골공원,탑골공원,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
720,timeline:1890:대한제국과 광무개혁,대한제국과 광무개혁,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
721,timeline:1890:환구단,환구단,개항기,0,0,0,,,,,문화재,,,개항기,history_timeline,개항기,유물·유적
722,timeline:1890:만민공동회,만민공동회,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
723,timeline:1890:한성전기회사,한성전기회사,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
724,timeline:1890:대한국국제,대한국국제,개항기,0,0,0,,,,,사건,,,개항기,history_timeline,개항기,사건
725,timeline:1890:대한천일은행,대한천일은행,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
726,timeline:1890:황국협회,황국협회,개항기,0,0,0,,,,,단체,,,개항기,history_timeline,개항기,조직·단체
727,timeline:1900:최익현,최익현,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
728,timeline:1900:이토 히로부미,이토 히로부미,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
729,timeline:1900:이기,이기,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
730,timeline:1900:이용익,이용익,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
731,timeline:1900:허위,허위,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
732,timeline:1900:황현,황현,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
733,timeline:1900:이강년,이강년,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
734,timeline:1900:이완용,이완용,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
735,timeline:1900:이준,이준,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
736,timeline:1900:민영환,민영환,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
737,timeline:1900:이인직,이인직,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
738,timeline:1900:나철,나철,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
739,timeline:1900:장지연,장지연,개항기,0,0,0,,,,,인물,,,개항기,history_timeline,개항기,인물
740,timeline:1930:여유당전서,여유당전서,일제강점기,0,0,0,,,,,문화재,,,일제강점기,history_timeline,일제강점기,유물·유적
741,timeline:1910:곽종석,곽종석,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
742,timeline:1910:데라우치 마사타케,데라우치 마사타케,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
743,timeline:1910:강우규,강우규,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
744,timeline:1910:이상룡,이상룡,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
745,timeline:1910:사이토 마코토,사이토 마코토,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
746,timeline:1910:손병희,손병희,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
747,timeline:1910:권동진,권동진,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
748,timeline:1910:이승훈,이승훈,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
749,timeline:1910:오세창,오세창,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
750,timeline:1910:이회영,이회영,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
751,timeline:1910:김교헌,김교헌,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
752,timeline:1910:이시영,이시영,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
753,timeline:1910:한용운,한용운,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
754,timeline:1910:박용만,박용만,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
755,timeline:1910:김규식,김규식,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
756,timeline:1910:안희제,안희제,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
757,timeline:1910:김마리아,김마리아,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
758,timeline:1910:유관순,유관순,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
759,timeline:1910:일제의 무단통치,일제의 무단통치,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
760,timeline:1910:회사령,회사령,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
761,timeline:1910:일제의 한국병합,일제의 한국병합,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
762,timeline:1910:대한인 국민회,대한인 국민회,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
763,timeline:1910:조선총독부,조선총독부,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
764,timeline:1910:105인 사건,105인 사건,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
765,timeline:1910:신해혁명,신해혁명,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
766,timeline:1910:조선교육령,조선교육령,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
767,timeline:1910:조선은행,조선은행,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
768,timeline:1910:조선민사령,조선민사령,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
769,timeline:1910:조선태형령,조선태형령,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
770,timeline:1910:조선토지조사사업,조선토지조사사업,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
771,timeline:1910:흥사단,흥사단,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
772,timeline:1910:러시아 혁명,러시아 혁명,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
773,timeline:1910:러시아 내전과 연합국의 군사 개입,러시아 내전과 연합국의 군사 개입,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
774,timeline:1910:신한청년당,신한청년당,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
775,timeline:1910:조선식산은행,조선식산은행,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
776,timeline:1910:파리강화회의,파리강화회의,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
777,timeline:1910:신흥무관학교,신흥무관학교,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
778,timeline:1910:연통제의 실시,연통제의 실시,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
779,timeline:1910:상해독립신문,상해독립신문,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
780,timeline:1910:2·8 독립선언,2·8 독립선언,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
781,timeline:1910:3·1 운동,3·1 운동,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
782,timeline:1910:무오독립선언서,무오독립선언서,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
783,timeline:1910:일제의 ‘문화정치’,일제의 ‘문화정치’,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
784,timeline:1910:제암리 사건,제암리 사건,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
785,timeline:1910:파리장서사건,파리장서사건,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
786,timeline:1910:구미위원부,구미위원부,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
787,timeline:1910:대한국민의회,대한국민의회,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
788,timeline:1910:대한민국 임시정부,대한민국 임시정부,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
789,timeline:1910:북로군정서,북로군정서,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
790,timeline:1910:서로군정서,서로군정서,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
791,timeline:1910:의열단,의열단,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
792,timeline:1910:임시의정원,임시의정원,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
793,timeline:1910:토막민과 화전민,토막민과 화전민,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
794,timeline:1910:재조일본인,재조일본인,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
795,timeline:1910:조선군,조선군,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
796,timeline:1920:박은식,박은식,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
797,timeline:1920:홍범도,홍범도,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
798,timeline:1920:이동녕,이동녕,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
799,timeline:1920:이동휘,이동휘,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
800,timeline:1920:노백린,노백린,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
801,timeline:1920:김구,김구,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
802,timeline:1920:김동삼,김동삼,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
803,timeline:1920:최린,최린,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
804,timeline:1920:김창숙,김창숙,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
805,timeline:1920:김병로,김병로,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
806,timeline:1920:홍명희,홍명희,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
807,timeline:1920:김좌진,김좌진,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
808,timeline:1920:안재홍,안재홍,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
809,timeline:1920:나석주,나석주,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
810,timeline:1920:김활란,김활란,일제강점기,0,0,0,,,,,인물,,,일제강점기,history_timeline,일제강점기,인물
811,timeline:1920:민립대학설립운동,민립대학설립운동,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
812,timeline:1920:국민대표회,국민대표회,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
813,timeline:1920:물산장려운동,물산장려운동,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
814,timeline:1920:민족실력양성운동,민족실력양성운동,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
815,timeline:1920:조선물산장려회,조선물산장려회,일제강점기,0,0,0,,,,,단체,,,일제강점기,history_timeline,일제강점기,조직·단체
816,timeline:1920:산미증식계획,산미증식계획,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
817,timeline:1920:간도참변,간도참변,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
818,timeline:1920:봉오동 전투,봉오동 전투,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
819,timeline:1920:청산리 대첩,청산리 대첩,일제강점기,0,0,0,,,,,사건,,,일제강점기,history_timeline,일제강점기,사건
820,timeline:1940:이승만,이승만,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
821,timeline:1940:미소공동위원회,미소공동위원회,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
822,timeline:1940:군정의 실시(미군정청),군정의 실시(미군정청),현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
823,timeline:1940:신탁통치 반대운동,신탁통치 반대운동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
824,timeline:1940:건국준비위원회(인민위원회),건국준비위원회(인민위원회),현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
825,timeline:1940:좌우합작위원회,좌우합작위원회,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
826,timeline:1940:남조선과도입법의원,남조선과도입법의원,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
827,timeline:1940:제주 4·3 사건,제주 4·3 사건,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
828,timeline:1940:반민족행위특별조사위원회,반민족행위특별조사위원회,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
829,timeline:1940:5·10총선거,5·10총선거,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
830,timeline:1940:대한민국 정부 수립,대한민국 정부 수립,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
831,timeline:1940:신한공사와 적산처리,신한공사와 적산처리,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
832,timeline:1940:여수·순천 사건,여수·순천 사건,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
833,timeline:1940:제헌헌법,제헌헌법,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
834,timeline:1940:중국 국공내전,중국 국공내전,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
835,timeline:1940:냉전체제,냉전체제,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
836,timeline:1940:북한 정권의 탄생,북한 정권의 탄생,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
837,timeline:1940:지방자치제도의 시행,지방자치제도의 시행,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
838,timeline:1950:신익희,신익희,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
839,timeline:1950:조봉암,조봉암,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
840,timeline:1950:장면,장면,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
841,timeline:1950:6·25전쟁,6·25전쟁,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
842,timeline:1950:부산정치파동,부산정치파동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
843,timeline:1950:정전협정의 체결,정전협정의 체결,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
844,timeline:1950:한미상호방위조약,한미상호방위조약,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
845,timeline:1950:1954년 제네바회담,1954년 제네바회담,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
846,timeline:1950:사사오입개헌,사사오입개헌,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
847,timeline:1950:진보당,진보당,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
848,timeline:1950:1950년대 원조경제체제,1950년대 원조경제체제,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
849,timeline:1950:거제도 포로수용소와 전쟁 포로,거제도 포로수용소와 전쟁 포로,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
850,timeline:1950:농지개혁,농지개혁,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
851,timeline:1950:삼백산업,삼백산업,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
852,timeline:1960:윤보선,윤보선,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
853,timeline:1960:장기려,장기려,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
854,timeline:1960:베트남전쟁,베트남전쟁,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
855,timeline:1960:3‧15부정선거,3‧15부정선거,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
856,timeline:1960:4·19혁명,4·19혁명,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
857,timeline:1960:5·16 군사정변,5·16 군사정변,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
858,timeline:1960:경제개발 5개년 계획,경제개발 5개년 계획,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
859,timeline:1960:한일회담 반대운동,한일회담 반대운동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
860,timeline:1960:경부고속도로 개통,경부고속도로 개통,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
861,timeline:1960:계획도시의 등장,계획도시의 등장,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
862,timeline:1960:아파트의 등장과 주거생활 변화,아파트의 등장과 주거생활 변화,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
863,timeline:1960:한강의 기적,한강의 기적,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
864,timeline:1960:구로공단,구로공단,현대,0,0,0,,,,,문화재,,,현대,history_timeline,현대,유물·유적
865,timeline:1970:전태일,전태일,현대,0,0,0,,,,,인물,,,현대,history_timeline,현대,인물
866,timeline:1970:새마을운동,새마을운동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
867,timeline:1970:통일벼 개발과 녹색 혁명,통일벼 개발과 녹색 혁명,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
868,timeline:1970:10월 유신,10월 유신,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
869,timeline:1970:7·4 남북공동성명,7·4 남북공동성명,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
870,timeline:1970:중동 건설 붐,중동 건설 붐,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
871,timeline:1970:1970년대 중화학공업 정책,1970년대 중화학공업 정책,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
872,timeline:1970:10·26과 12·12,10·26과 12·12,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
873,timeline:1970:YH사건,YH사건,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
874,timeline:1970:부마민주항쟁,부마민주항쟁,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
875,timeline:1970:1970년대 석유파동,1970년대 석유파동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
876,timeline:1970:유신 시기의 문화,유신 시기의 문화,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
877,timeline:1970:신군부,신군부,현대,0,0,0,,,,,단체,,,현대,history_timeline,현대,조직·단체
878,timeline:1980:1980년 언론 통폐합,1980년 언론 통폐합,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
879,timeline:1980:5·18 광주 민주화운동,5·18 광주 민주화운동,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
880,timeline:1980:이산가족 만남,이산가족 만남,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
881,timeline:1980:1987년 6월 항쟁,1987년 6월 항쟁,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
882,timeline:1980:서울올림픽,서울올림픽,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
883,timeline:1980:1980년대 문화예술,1980년대 문화예술,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
884,timeline:1980:냉전체제의 종식과 북방외교,냉전체제의 종식과 북방외교,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
885,"timeline:1980:판자촌, 달동네, 철거민","판자촌, 달동네, 철거민",현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
886,timeline:1990:남북기본합의서,남북기본합의서,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
887,timeline:1990:금융실명제,금융실명제,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
888,timeline:1990:역사바로세우기,역사바로세우기,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
889,timeline:1990:IMF 사태,IMF 사태,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
890,timeline:1990:정주영의 소떼 방북과 김대중 정부의 ‘햇볕정책’,정주영의 소떼 방북과 김대중 정부의 ‘햇볕정책’,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
891,timeline:2000:호주제,호주제,현대,0,0,0,,,,,사건,,,현대,history_timeline,현대,사건
