순번,이미지ID,제목,설명,작성자,시대,유형,분야,이미지출처,이용조건,키워드,관련콘텐츠,목록분류,목록요약,썸네일URL,원본이미지URL,저장이미지파일,상세요청URL
38,ki_010_02100,강화 부근리 고인돌,"청동기시대의 고인돌 유적이다. 강화 부근리에는 40여기의 고인돌이 산재하는데, 그 중 강화 부근리 고인돌의 규모가 가장 크다. 북방식 혹은 탁자식 고인돌의 형태이다. 전체 높이는 2.6m이고, 덮개돌은 길이 6.5m, 너비 5.2m, 두께 1.2m의 화강암으로 되어 있다. 1964년 사적 제137호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유적>무덤,문화,문화재청 국가문화유산포털,,"#강화부근리고인돌, #고인돌, #북방식고인돌, #사적, #청동기, #탁자식고인돌",,"선사, 고조선, 부여, 삼한|유적>무덤|문화","청동기시대의 고인돌 유적이다. 강화 부근리에는 40여기의 고인돌이 산재하는데, 그 중 강화 부근리 고인돌의 규모가 가장 크다. 북방식 혹은 탁자식 고인돌의 형태이다. 전체 높이는 2.6m이고, 덮개돌은 길이 6.5m, 너비 5.2m, 두께 1.2m의 화강암으로 되어 있다. 1964년 사적 제137호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02100.jpg,한국사 이미지 자료\images\ki_010\ki_010_02100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02100&whereStr=
39,ki_010_02200,강화 오상리 고인돌군,"청동기시대의 고인돌 유적이다. 모두 11기의 탁자식 고인돌이 분포한다. 구릉의 끝부분에 고인돌이 밀집 분포해 있다. 덮개돌은 부분적으로 손질한 흔적이 있고, 크기는 335∼130㎝로 다양하다. 고임돌이나 막음돌을 세울 때 튼튼하게 하기 위하여 주변에 쐐기돌을 사용하였다. 무덤방의 바닥은 대부분 맨바닥을 그대로 사용하였지만, 판돌이나 자갈을 깐 경우도 있다. 또한 무덤방의 주변에는 돌을 깔거나 쌓아서 하나의 묘역을 형성하고 있으며, 동시에 무덤방을 보호하는 역할도 하였던 것 같다. 1999년 인천광역시 기념물 제47호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유적>무덤,문화,문화재청 국가문화유산포털,,"#고인돌, #기념물, #오상리고인돌, #인천광역시기념물, #청동기시대, #탁자식고인돌",,"선사, 고조선, 부여, 삼한|유적>무덤|문화","청동기시대의 고인돌 유적이다. 모두 11기의 탁자식 고인돌이 분포한다. 구릉의 끝부분에 고인돌이 밀집 분포해 있다. 덮개돌은 부분적으로 손질한 흔적이 있고, 크기는 335∼130㎝로 다양하다. 고임돌이나 막음돌을 세울 때 튼튼하게 하기 위하여 주변에 쐐기돌을 사용하였다. 무덤방의 바닥은 대부분 맨바닥을 그대로 사용하였지만, 판돌이나 자갈을 깐 경우도 있다. 또한 무덤방의 주변에는 돌을 깔거나 쌓아서 하나의 묘역을 형성하고 있으며, 동시에 무덤방을 보호하는 역할도 하였던 것 같다. 1999년 인천광역시 기념물 제47호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02200.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02200.jpg,한국사 이미지 자료\images\ki_010\ki_010_02200.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02200&whereStr=
41,ki_010_02300,부여 송국리 유적,"부여 송국리 유적은 대표적인 청동기시대 주거지 유적이다. 하천과 평지에 인접한 낮은 구릉과 대지 위에 100여 기 이상의 집터가 있었을 것으로 추정된다. 특징 가운데 하나는 마을 전체가 목책, 즉 통나무 장벽으로 둘러싸여 있는 점이다. 목책은 서쪽으로 돌출된 가지능선에서 시작되어 유적이 분포하는 구릉을 둘러싸는 대규모 시설로, 내부 면적이 작게는 300,000㎡, 크게는 610,000㎡에 이를 것으로 예측된다. 1976년 사적 제249호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유적>주거시설,사회,문화재청 국가문화유산포털,,"#부여송국리유적, #사적, #송국리유적, #주거지유적, #청동기",부여 송국리 유적 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0012_0010,"선사, 고조선, 부여, 삼한|유적>주거시설|사회","부여 송국리 유적은 대표적인 청동기시대 주거지 유적이다. 하천과 평지에 인접한 낮은 구릉과 대지 위에 100여 기 이상의 집터가 있었을 것으로 추정된다. 특징 가운데 하나는 마을 전체가 목책, 즉 통나무 장벽으로 둘러싸여 있는 점이다. 목책은 서쪽으로 돌출된 가지능선에서 시작되어 유적이 분포하는 구릉을 둘러싸는 대규모 시설로, 내부 면적이 작게는 300,000㎡, 크게는 610,000㎡에 이를 것으로 예측된다. 1976년 사적 제249호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02300.jpg,한국사 이미지 자료\images\ki_010\ki_010_02300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02300&whereStr=
43,ki_010_02400,부여 송국리 주거지 유적,"청동기시대의 주거지 유적이다. 유적은 평면 형태에 따라 타원형과 직사각형으로 나뉜다. 사진의 중앙에 있는 것이 타원형 주거지이고, 좌측 상단에 멀리 보이는 것이 직사각형 주거지이다. 그중 타원형 주거지를 ‘송국리형 집자리’라 일컫는다. ‘송국리형 집자리’는 중심부에 타원형 구덩이와 두 개의 기둥구멍이 있는 구조이며, 화덕자리가 눈에 띄지 않는 것이 특징이다. 주거지가 만들어진 순서는 대체로 사각형→직사각형→타원형으로 파악되고 있다.",권순홍,"선사, 고조선, 부여, 삼한",유적>주거시설,사회,문화재청 국가문화유산포털,,"#부여송국리유적, #사적, #송국리유적, #송국리형집자리, #주거지유적, #청동기, #화덕","부여 송국리 유적 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0012_0010
부여 송국리 돌널무덤 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000240","선사, 고조선, 부여, 삼한|유적>주거시설|사회","청동기시대의 주거지 유적이다. 유적은 평면 형태에 따라 타원형과 직사각형으로 나뉜다. 사진의 중앙에 있는 것이 타원형 주거지이고, 좌측 상단에 멀리 보이는 것이 직사각형 주거지이다. 그중 타원형 주거지를 ‘송국리형 집자리’라 일컫는다. ‘송국리형 집자리’는 중심부에 타원형 구덩이와 두 개의 기둥구멍이 있는 구조이며, 화덕자리가 눈에 띄지 않는 것이 특징이다. 주거지가 만들어진 순서는 대체로 사각형→직사각형→타원형으로 파악되고 있다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02400.jpg,한국사 이미지 자료\images\ki_010\ki_010_02400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02400&whereStr=
44,ki_010_02500,부여 송국리 주거지 유적,"부여 송국리의 주거지 유적은 평면 형태에 따라 타원형과 직사각형으로 구분되는데, 사진의 주거지는 직사각형이다. 바닥을 오목하게 파서 만든 둥근 화덕자리를 갖추고 있고 벽을 따라 기둥을 세운 흔적도 확인된다. 직사각형 주거지 중에는 길이가 14m에 이르는 대형급도 있다.",권순홍,"선사, 고조선, 부여, 삼한",유적>주거시설,사회,문화재청 국가문화유산포털,,"#부여송국리유적, #사적, #송국리유적, #주거지유적, #청동기",부여 송국리 유적 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0012_0010,"선사, 고조선, 부여, 삼한|유적>주거시설|사회","부여 송국리의 주거지 유적은 평면 형태에 따라 타원형과 직사각형으로 구분되는데, 사진의 주거지는 직사각형이다. 바닥을 오목하게 파서 만든 둥근 화덕자리를 갖추고 있고 벽을 따라 기둥을 세운 흔적도 확인된다. 직사각형 주거지 중에는 길이가 14m에 이르는 대형급도 있다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02500.jpg,한국사 이미지 자료\images\ki_010\ki_010_02500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02500&whereStr=
45,ki_010_02600,울주 검단리 유적,"청동기시대의 대규모 주거지 유적으로 낮은 구릉의 비탈면에 위치한다. 마을 둘레에 도랑(환호)을 파 놓았는데, 도랑의 전체 평면은 타원형이며, 내부 면적은 약 6,000㎡이다. 그 내부에서 집자리와 움집터 등 43동이 확인되었고 다양한 토기류와 석기류, 가락바퀴(방추차), 그물추 등 약 400여 점의 유물이 출토되었다. 그 바깥에도 움집터 50여 동과 고인돌 3기 등이 확인되었다. 1990년 사적 제332호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유적>주거시설,사회,문화재청 국가문화유산포털,,"#가락바퀴, #검단리유적, #고인돌, #그물추, #사적, #석기, #울주검단리고인돌, #움집, #주거지유적, #청동기, #토기",울산 검단리 유적 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000670,"선사, 고조선, 부여, 삼한|유적>주거시설|사회","청동기시대의 대규모 주거지 유적으로 낮은 구릉의 비탈면에 위치한다. 마을 둘레에 도랑(환호)을 파 놓았는데, 도랑의 전체 평면은 타원형이며, 내부 면적은 약 6,000㎡이다. 그 내부에서 집자리와 움집터 등 43동이 확인되었고 다양한 토기류와 석기류, 가락바퀴(방추차), 그물추 등 약 400여 점의 유물이 출토되었다. 그 바깥에도 움집터 50여 동과 고인돌 3기 등이 확인되었다. 1990년 사적 제332호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02600.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02600.jpg,한국사 이미지 자료\images\ki_010\ki_010_02600.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02600&whereStr=
47,ki_010_02700,울주 검단리 고인돌,"청동기시대의 고인돌 유적이다. 검단리 고인돌은 웅촌면 면 소재지에서 고연리로 연결되는 도로 옆에 3기가 모여 있는데, 덮개돌은 화강암으로 논두렁에 비스듬히 놓여 있다. 사진은 3기 중 제일 큰 것으로, 길이 300㎝, 너비 250㎝, 두께 50㎝ 정도이다. 현재의 상태로는 정확한 구조적 특징이나 내용 등을 알 수는 없으나 외형적으로 볼 때 개석식에 속한다. 2000년 울산광역시 기념물 제32호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유적>주거시설,사회,문화재청 국가문화유산포털,,"#개석식고인돌, #검단리유적, #고인돌, #기념물, #사적, #울산광역시기념물, #울주검단리고인돌, #청동기",울산 검단리 유적 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000670,"선사, 고조선, 부여, 삼한|유적>주거시설|사회","청동기시대의 고인돌 유적이다. 검단리 고인돌은 웅촌면 면 소재지에서 고연리로 연결되는 도로 옆에 3기가 모여 있는데, 덮개돌은 화강암으로 논두렁에 비스듬히 놓여 있다. 사진은 3기 중 제일 큰 것으로, 길이 300㎝, 너비 250㎝, 두께 50㎝ 정도이다. 현재의 상태로는 정확한 구조적 특징이나 내용 등을 알 수는 없으나 외형적으로 볼 때 개석식에 속한다. 2000년 울산광역시 기념물 제32호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02700.jpg,한국사 이미지 자료\images\ki_010\ki_010_02700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02700&whereStr=
48,ki_010_02800,울주 대곡리 반구대 암각화,"높이 3m, 너비 10m의 ‘ㄱ’자 모양으로 꺾인 절벽 암반에 여러 가지 모양을 새긴 바위 그림이다. 육지 동물과 바닷고기, 사냥하는 장면 등 총 75종 200여 점의 그림이 새겨져 있다. 사냥 활동이 원활하게 이루어지길 기원하며, 사냥감이 풍성해지길 바라는 마음으로 바위에 새긴 것이다. 조각기로 쪼아 윤곽선을 만들거나 전체를 떼어낸 기법, 쪼아낸 윤곽선을 갈아내는 기법의 사용으로 보아 신석기 말에서 청동기시대에 제작되었음을 알 수 있으며 또한 시베리아 암각화의 전통을 보여주고 있다. 1995년 국보 제285호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유물>벽화,문화,문화재청 국가문화유산포털,,"#국보, #반구대암각화, #시베리아암각화, #신석기, #암각화, #울주대곡리반구대암각화, #청동기","울산 반구대 암각화 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0040_0010
울주 반구대 암각화 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000700","선사, 고조선, 부여, 삼한|유물>벽화|문화","높이 3m, 너비 10m의 ‘ㄱ’자 모양으로 꺾인 절벽 암반에 여러 가지 모양을 새긴 바위 그림이다. 육지 동물과 바닷고기, 사냥하는 장면 등 총 75종 200여 점의 그림이 새겨져 있다. 사냥 활동이 원활하게 이루어지길 기원하며, 사냥감이 풍성해지길 바라는 마음으로 바위에 새긴 것이다. 조각기로 쪼아 윤곽선을 만들거나 전체를 떼어낸 기법, 쪼아낸 윤곽선을 갈아내는 기법의 사용으로 보아 신석기 말에서 청동기시대에 제작되었음을 알 수 있으며 또한 시베리아 암각화의 전통을 보여주고 있다. 1995년 국보 제285호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02800.jpg,한국사 이미지 자료\images\ki_010\ki_010_02800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02800&whereStr=
49,ki_010_02900,울주 대곡리 반구대 암각화,"울주 대곡리 반구대 암각화의 일부이다. 육지 동물은 호랑이, 멧돼지, 사슴 등 45점 등이 묘사되어 있는데, 호랑이는 함정에 빠진 모습과 새끼를 밴 호랑이의 모습 등으로 표현되어 있다. 멧돼지는 교미하는 모습을 묘사하였고, 사슴은 새끼를 거느리거나 밴 모습 등으로 표현하였다. 바닷고기는 작살 맞은 고래, 새끼를 배거나 데리고 다니는 고래의 모습 등으로 표현하였다. 사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습을 묘사하였으며, 그물이나 배의 모습도 표현하였다.",권순홍,"선사, 고조선, 부여, 삼한",유물>벽화,문화,문화재청 국가문화유산포털,,"#국보, #반구대암각화, #암각화, #울주대곡리반구대암각화","울산 반구대 암각화 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0040_0010
울주 반구대 암각화 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000700","선사, 고조선, 부여, 삼한|유물>벽화|문화","울주 대곡리 반구대 암각화의 일부이다. 육지 동물은 호랑이, 멧돼지, 사슴 등 45점 등이 묘사되어 있는데, 호랑이는 함정에 빠진 모습과 새끼를 밴 호랑이의 모습 등으로 표현되어 있다. 멧돼지는 교미하는 모습을 묘사하였고, 사슴은 새끼를 거느리거나 밴 모습 등으로 표현하였다. 바닷고기는 작살 맞은 고래, 새끼를 배거나 데리고 다니는 고래의 모습 등으로 표현하였다. 사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습을 묘사하였으며, 그물이나 배의 모습도 표현하였다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_02900.jpg,한국사 이미지 자료\images\ki_010\ki_010_02900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_02900&whereStr=
50,ki_010_03000,울주 대곡리 반구대 암각화,"울주 대곡리 반구대 암각화의 일부이다. 육지 동물은 호랑이, 멧돼지, 사슴 등 45점 등이 묘사되어 있는데, 호랑이는 함정에 빠진 모습과 새끼를 밴 호랑이의 모습 등으로 표현되어 있다. 멧돼지는 교미하는 모습을 묘사하였고, 사슴은 새끼를 거느리거나 밴 모습 등으로 표현하였다. 바닷고기는 작살 맞은 고래, 새끼를 배거나 데리고 다니는 고래의 모습 등으로 표현하였다. 사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습을 묘사하였으며, 그물이나 배의 모습도 표현하였다.",권순홍,"선사, 고조선, 부여, 삼한",유물>벽화,문화,문화재청 국가문화유산포털,,"#국보, #반구대암각화, #암각화, #울주대곡리반구대암각화","울산 반구대 암각화 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_r0040_0010
울주 반구대 암각화 (한국사 연대기) | https://contents.history.go.kr/id/kc_r000700","선사, 고조선, 부여, 삼한|유물>벽화|문화","울주 대곡리 반구대 암각화의 일부이다. 육지 동물은 호랑이, 멧돼지, 사슴 등 45점 등이 묘사되어 있는데, 호랑이는 함정에 빠진 모습과 새끼를 밴 호랑이의 모습 등으로 표현되어 있다. 멧돼지는 교미하는 모습을 묘사하였고, 사슴은 새끼를 거느리거나 밴 모습 등으로 표현하였다. 바닷고기는 작살 맞은 고래, 새끼를 배거나 데리고 다니는 고래의 모습 등으로 표현하였다. 사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습을 묘사하였으며, 그물이나 배의 모습도 표현하였다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03000.jpg,한국사 이미지 자료\images\ki_010\ki_010_03000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_03000&whereStr=
65,ki_010_03800,전 논산 출토 청동 거울,"충남 논산에서 출토되었다고 전해지는 청동기시대 혹은 초기 철기시대의 청동 잔무늬 거울이다. 지름 21.2㎝의 거울로 뒷면의 문양은 세 개의 동심원으로 구분되고, 그중 가장 바깥에는 1쌍의 동심 원문이 사방에 배치된 것으로 세문경 중 무늬가 가장 정교한 것이다. 정밀한 가는 선에 복잡한 무늬가 새겨져 있는 것으로 보아 밀랍모형의 거푸집으로 만들었거나 혹은 곱고 단단한 나무판에 무늬를 새기고 진흙을 두텁게 칠해서 만든 거푸집으로 제작하였을 것으로 생각된다. 기원전 3~1세기의 유물로 보인다. 1971년 국보 제141호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,문화재청 국가문화유산포털,,"#거푸집, #국보, #잔무늬거울, #철기, #청동거울, #청동기, #청동잔무늬거울",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","충남 논산에서 출토되었다고 전해지는 청동기시대 혹은 초기 철기시대의 청동 잔무늬 거울이다. 지름 21.2㎝의 거울로 뒷면의 문양은 세 개의 동심원으로 구분되고, 그중 가장 바깥에는 1쌍의 동심 원문이 사방에 배치된 것으로 세문경 중 무늬가 가장 정교한 것이다. 정밀한 가는 선에 복잡한 무늬가 새겨져 있는 것으로 보아 밀랍모형의 거푸집으로 만들었거나 혹은 곱고 단단한 나무판에 무늬를 새기고 진흙을 두텁게 칠해서 만든 거푸집으로 제작하였을 것으로 생각된다. 기원전 3~1세기의 유물로 보인다. 1971년 국보 제141호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03800.jpg,한국사 이미지 자료\images\ki_010\ki_010_03800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_03800&whereStr=
66,ki_010_03850,청주 오송 유적 출토 잔무늬 거울,"청동 거울은 당시 지배자와 관련된 유물로, 몸에 걸치고 햇빛을 반사하는 기능을 하며 의례용으로 사용되었다. 거울 뒷면에 끈을 꿰어 매달기 위한 꼭지가 2개 달려 있는데, 꼭지가 1개 이상 달린 것은 한국 청동거울의 특징이다. 지름은 18cm 정도로, 거울 뒷면에 기하학무늬가 새겨져 있고, 문양 선의 굵기가 가느므로, 잔무늬 거울로 분류된다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,국립청주박물관,상기 출처의 이용 조건에 따름,"#세문경, #오송, #잔무늬, #청동거울, #청동경, #청동기, #청주",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","청동 거울은 당시 지배자와 관련된 유물로, 몸에 걸치고 햇빛을 반사하는 기능을 하며 의례용으로 사용되었다. 거울 뒷면에 끈을 꿰어 매달기 위한 꼭지가 2개 달려 있는데, 꼭지가 1개 이상 달린 것은 한국 청동거울의 특징이다. 지름은 18cm 정도로, 거울 뒷면에 기하학무늬가 새겨져 있고, 문양 선의 굵기가 가느므로, 잔무늬 거울로 분류된다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03850.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03850.jpg,한국사 이미지 자료\images\ki_010\ki_010_03850.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_03850&whereStr=
67,ki_010_03851,청주 오송 유적 출토 잔무늬 거울 세부,"동심원이 안에서 바깥으로 구역을 3부분으로 나누는데, 각각의 구역은 매우 가는 빗금과 삼각형 무늬로 빼곡하게 채워져 있다. 가장 바깥쪽에는 상하좌우 4곳에 동심원 무늬가 2개씩 총 8개를 배치하였다. 이 무늬는 태양을 상징하는 것으로 이해된다. 제작 기법이 매우 정교하여 당시 고도로 발달한 청동기 제작 기술을 보여준다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,국립청주박물관,상기 출처의 이용 조건에 따름,"#세문경, #오송, #잔무늬, #청동거울, #청동경, #청동기, #청주",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","동심원이 안에서 바깥으로 구역을 3부분으로 나누는데, 각각의 구역은 매우 가는 빗금과 삼각형 무늬로 빼곡하게 채워져 있다. 가장 바깥쪽에는 상하좌우 4곳에 동심원 무늬가 2개씩 총 8개를 배치하였다. 이 무늬는 태양을 상징하는 것으로 이해된다. 제작 기법이 매우 정교하여 당시 고도로 발달한 청동기 제작 기술을 보여준다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03851.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03851.jpg,한국사 이미지 자료\images\ki_010\ki_010_03851.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_03851&whereStr=
68,ki_010_03900,전 덕산 출토 청동 방울,"충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해지는 여러 형태를 지닌 선사시대의 청동방울들이다. 제정일치 사회였던 청동기시대 후반 무렵 제사장들이 주술적 의미로 사용했던 것으로 보인다. 기원전 3세기 후반의 작품들로 추정된다. 출토된 청동 방울에는 8각형 별 모양의 각 모서리 끝에 방울이 달린 팔주령 1쌍과 아령 모양의 쌍두령 1쌍, 포탄 모양의 간두령 1쌍 그리고 쌍두령과 비슷하나 X자 형태로 둥글게 한번 말려있는 조합식 쌍두령 1점이 있다. 1990년 국보 제255호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,문화재청 국가문화유산포털,,"#간두령, #국보, #덕산출토청동방울, #쌍두령, #제사장, #조합식쌍두령, #청동기, #청동방울, #팔주령",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해지는 여러 형태를 지닌 선사시대의 청동방울들이다. 제정일치 사회였던 청동기시대 후반 무렵 제사장들이 주술적 의미로 사용했던 것으로 보인다. 기원전 3세기 후반의 작품들로 추정된다. 출토된 청동 방울에는 8각형 별 모양의 각 모서리 끝에 방울이 달린 팔주령 1쌍과 아령 모양의 쌍두령 1쌍, 포탄 모양의 간두령 1쌍 그리고 쌍두령과 비슷하나 X자 형태로 둥글게 한번 말려있는 조합식 쌍두령 1점이 있다. 1990년 국보 제255호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_03900.jpg,한국사 이미지 자료\images\ki_010\ki_010_03900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_03900&whereStr=
69,ki_010_04000,전 덕산 출토 간두령,"충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해진다. 간두령 1쌍은 각각 높이 14.7㎝와 14.9㎝, 무게 616.5g와 571g로 모습은 같고 크기만 다르다. 몸체와 자루, 2부분으로 되어있고 사이에 갓 모양의 테두리를 두르고 있다. 전체적으로는 포탄 모습이며 비어있는 몸체를 칸막이로 나누어 위에는 청동 구슬을 두었고 아래에는 공간을 남겨 소리가 잘 울릴 수 있도록 하였다. 1990년 ‘전 덕산 청동방울 일괄’이라는 명칭으로 국보 제255호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,문화재청 국가문화유산포털,,"#간두령, #국보, #덕산출토청동방울, #청동기, #청동방울",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해진다. 간두령 1쌍은 각각 높이 14.7㎝와 14.9㎝, 무게 616.5g와 571g로 모습은 같고 크기만 다르다. 몸체와 자루, 2부분으로 되어있고 사이에 갓 모양의 테두리를 두르고 있다. 전체적으로는 포탄 모습이며 비어있는 몸체를 칸막이로 나누어 위에는 청동 구슬을 두었고 아래에는 공간을 남겨 소리가 잘 울릴 수 있도록 하였다. 1990년 ‘전 덕산 청동방울 일괄’이라는 명칭으로 국보 제255호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_04000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_04000.jpg,한국사 이미지 자료\images\ki_010\ki_010_04000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_04000&whereStr=
70,ki_010_04100,전 덕산 출토 팔주령,"충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해진다. 팔주령 1쌍은 지름이 각각 14.4㎝와 14.3㎝이며, 모서리 끝에는 똑같이 작은 방울 8개가 달려 있다. 각 방울은 모두 지름이 2.4㎝이고, 타원형 구멍이 4개씩 있다. 몸체 바깥쪽에 점선이 2∼3줄 있고, 가운데에는 십(十)자 문양이 있는데 이것은 태양을 상징하는 것으로 보인다. 그리고 몸체 뒷면에는 [ ]모양의 꼭지가 달려 있다. 1990년 ‘전 덕산 청동방울 일괄’이라는 명칭으로 국보 제255호로 지정되었다.",권순홍,"선사, 고조선, 부여, 삼한",유물>의례용품,문화,문화재청 국가문화유산포털,,"#덕산출토청동방울, #청동기, #청동방울, #팔주령",,"선사, 고조선, 부여, 삼한|유물>의례용품|문화","충남 예산군에 있는 흥선대원군 부친의 무덤 근처 구릉에서 출토되었다고 전해진다. 팔주령 1쌍은 지름이 각각 14.4㎝와 14.3㎝이며, 모서리 끝에는 똑같이 작은 방울 8개가 달려 있다. 각 방울은 모두 지름이 2.4㎝이고, 타원형 구멍이 4개씩 있다. 몸체 바깥쪽에 점선이 2∼3줄 있고, 가운데에는 십(十)자 문양이 있는데 이것은 태양을 상징하는 것으로 보인다. 그리고 몸체 뒷면에는 [ ]모양의 꼭지가 달려 있다. 1990년 ‘전 덕산 청동방울 일괄’이라는 명칭으로 국보 제255호로 지정되었다.",https://contents.history.go.kr/data/img/ki/ki_010/ki_010_04100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_010/ki_010_04100.jpg,한국사 이미지 자료\images\ki_010\ki_010_04100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_010_04100&whereStr=
